,address,price,city,state,zipcode,beds,baths,size,type,lat,lng,geometry,name
492,3908 Belton Dr,460000, Dallas,TX,75287,4 ,3 ,3132,House,33.001853999999994,-96.846117,POINT (-96.84611700000001 33.00185399999999),Far North Dallas
517,6523 Redpine Rd,534900, Dallas,TX,75248,4 ,3 ,2842,House,32.974005,-96.792568,POINT (-96.792568 32.974005),Far North Dallas
520,23 Ashbluff Ln,7500000, Dallas,TX,75248,7 ,9 ,18589,House,32.975161,-96.81318900000001,POINT (-96.81318900000001 32.975161),Far North Dallas
527,14757 Celestial Pl,869000, Dallas,TX,75254,3 ,3 ,3185,House,32.947127,-96.814319,POINT (-96.814319 32.947127),Far North Dallas
528,6439 Brook Lake Dr,895000, Dallas,TX,75248,4 ,4 ,5321,House,32.967728,-96.796221,POINT (-96.796221 32.967728),Far North Dallas
530,6134 Stapleford Cir,549900, Dallas,TX,75252,3 ,2 ,1771,House,33.001708,-96.79962900000001,POINT (-96.79962900000001 33.001708),Far North Dallas
542,5623 Covehaven Dr,1099000, Dallas,TX,75252,5 ,4 ,4578,House,32.997344,-96.808175,POINT (-96.80817500000001 32.997344),Far North Dallas
590,14277 Preston Rd APT 821,199900, Dallas,TX,75254,2 ,2 ,1299,Condo,32.943505,-96.803619,POINT (-96.803619 32.943505),Far North Dallas
602,5052 Westgrove Dr,399900, Dallas,TX,75248,2 ,3 ,2128,Townhouse,32.976509,-96.82206500000001,POINT (-96.82206500000001 32.976509),Far North Dallas
624,6004 Spring Flower Trl,450000, Dallas,TX,75248,4 ,2 ,2047,House,32.978584999999995,-96.803291,POINT (-96.803291 32.978585),Far North Dallas
626,6816 Anglebluff Cir,314900, Dallas,TX,75248,2 ,2 ,1678,Townhouse,32.966327,-96.79037199999999,POINT (-96.79037199999999 32.966327),Far North Dallas
628,7712 Turnberry Ln,649999, Dallas,TX,75248,4 ,4 ,3756,House,32.981343,-96.772477,POINT (-96.77247699999999 32.981343),Far North Dallas
8,413 S Brighton Ave,289990, Dallas,TX,75208,2 ,2 ,1625,House,32.741765,-96.850317,POINT (-96.850317 32.741765),North Oak Cliff
12,1051 N Winnetka Ave,995000, Dallas,TX,75208,3 ,3 ,3360,House,32.757154,-96.840253,POINT (-96.840253 32.757154),North Oak Cliff
27,1723 N Edgefield Ave,629000, Dallas,TX,75208,4 ,3 ,2600,House,32.768119,-96.841893,POINT (-96.841893 32.768119),North Oak Cliff
40,323 Lillian St,287500, Dallas,TX,75211,2 ,2 ,938,House,32.747771,-96.87548699999999,POINT (-96.87548699999999 32.747771),North Oak Cliff
41,806 Hollywood Ave,439900, Dallas,TX,75208,3 ,2 ,1655,House,32.738044,-96.855419,POINT (-96.855419 32.738044),North Oak Cliff
56,2707 W 12th St,350000, Dallas,TX,75211,2 ,2 ,1344,House,32.741217999999996,-96.863844,POINT (-96.863844 32.741218),North Oak Cliff
62,2330 Barberry Dr,550000, Dallas,TX,75211,3 ,3 ,2114,House,32.762974,-96.861951,POINT (-96.861951 32.762974),North Oak Cliff
84,614 N Rosemont Ave,585000, Dallas,TX,75208,3 ,2 ,1998,House,32.750076,-96.847613,POINT (-96.847613 32.750076),North Oak Cliff
93,1116 W Canty St,315000, Dallas,TX,75208,2 ,2 ,1476,House,32.752399,-96.841024,POINT (-96.841024 32.752399),North Oak Cliff
96,715 Kessler Woods Trl,1390000, Dallas,TX,75208,3 ,4 ,2776,House,32.752376,-96.851796,POINT (-96.85179599999999 32.752376),North Oak Cliff
98,307 N Edgefield Ave,457000, Dallas,TX,75208,2 ,1 ,1695,House,32.74757,-96.84407,POINT (-96.84407 32.74757),North Oak Cliff
103,2519 Sunset Ave,399990, Dallas,TX,75211,2 ,2 ,1460,House,32.744126,-96.85955200000001,POINT (-96.85955200000001 32.744126),North Oak Cliff
124,701 S Clinton Ave,630000, Dallas,TX,75208,4 ,3 ,2960,House,32.73918,-96.84298100000001,POINT (-96.84298100000001 32.73918),North Oak Cliff
146,210 Stellariga Pl,275000, Dallas,TX,75203,2 ,3 ,1342,Townhouse,32.749099,-96.81785500000001,POINT (-96.81785500000001 32.749099),North Oak Cliff
148,3843 Mount Everest St,195000, Dallas,TX,75211,2 ,1 ,809,House,32.746308,-96.88243100000001,POINT (-96.88243100000001 32.746308),North Oak Cliff
163,729 W 9th St,540000, Dallas,TX,75208,3 ,3 ,2095,Multi-family,32.746394,-96.834461,POINT (-96.834461 32.746394),North Oak Cliff
180,534 Monssen Dr,499900, Dallas,TX,75224,3 ,2 ,1800,House,32.731642,-96.832652,POINT (-96.832652 32.731642),North Oak Cliff
181,1434 S Oak Cliff Blvd,250000, Dallas,TX,75208,2 ,1 ,1006,House,32.729246999999994,-96.85303499999999,POINT (-96.85303499999999 32.72924699999999),North Oak Cliff
212,2746 Kingston St,350000, Dallas,TX,75211,5 ,4 ,2620,House,32.733839,-96.865655,POINT (-96.865655 32.733839),North Oak Cliff
235,2862 Duval Dr,461000, Dallas,TX,75211,3 ,1 ,1719,House,32.744496999999996,-96.86759599999999,POINT (-96.86759599999999 32.744497),North Oak Cliff
239,1012 Cliffdale Ave,249000, Dallas,TX,75211,3 ,1 ,1348,House,32.753754,-96.866336,POINT (-96.866336 32.753754),North Oak Cliff
245,408 S Montclair Ave,439900, Dallas,TX,75208,2 ,2 ,1728,Multi-family,32.741285,-96.846654,POINT (-96.846654 32.741285),North Oak Cliff
264,1614 Wilbur St,249900, Dallas,TX,75224,2 ,2 ,1040,House,32.7223,-96.846923,POINT (-96.846923 32.7223),North Oak Cliff
269,730 N Windomere Ave,550000, Dallas,TX,75208,3 ,3 ,2744,Multi-family,32.752001,-96.84526899999999,POINT (-96.84526899999999 32.752001),North Oak Cliff
275,417 N Lancaster Ave,199000, Dallas,TX,75203,3 ,3 ,1493,House,32.753510999999996,-96.81415,POINT (-96.81415 32.753511),North Oak Cliff
287,2439 W Brooklyn Ave,378000, Dallas,TX,75211,2 ,2 ,1862,Multi-family,32.739196,-96.858465,POINT (-96.858465 32.739196),North Oak Cliff
314,1120 Woodlawn Ave,600000, Dallas,TX,75208,4 ,5 ,2735,House,32.756935999999996,-96.830046,POINT (-96.830046 32.756936),North Oak Cliff
320,3615 Glenhaven Blvd,265000, Dallas,TX,75211,4 ,2 ,1417,House,32.729240999999995,-96.87996700000001,POINT (-96.87996700000001 32.72924099999999),North Oak Cliff
335,1046 N Windomere Ave,737000, Dallas,TX,75208,4 ,3 ,2896,House,32.757020000000004,-96.843947,POINT (-96.843947 32.75702),North Oak Cliff
354,3314 Burlingdell Ave,349000, Dallas,TX,75211,3 ,2 ,2069,House,32.736815,-96.87471500000001,POINT (-96.87471500000001 32.736815),North Oak Cliff
369,3423 Falls Dr,265000, Dallas,TX,75211,3 ,2 ,1318,House,32.726380999999996,-96.877843,POINT (-96.877843 32.726381),North Oak Cliff
372,1322 Kessler Pkwy,2000000, Dallas,TX,75208,3 ,3 ,3043,House,32.76648,-96.833345,POINT (-96.83334499999999 32.76648),North Oak Cliff
